 min max x   3.99979162    
 min max y   3.99916649    
           1  -1.04169376E-04  -4.16710071E-04
           2  -1.04169376E-04   1.99958324    
           3   1.99989581      -4.16710071E-04
           4   1.99989581       1.99958324    
 building number           1 it           1 xc,yc  0.845450044      0.970658600    
 building number          79 it          95 xc,yc   2.64242578       1.83740294    
 building number          80 it          97 xc,yc  0.947554350       1.87230194    
 building number          81 it          98 xc,yc  0.273242056       2.66163301    
 building number          82 it         100 xc,yc  0.135211945       1.49998307    
 building number          83 it         101 xc,yc   3.49356389      0.997472525    
 building number          84 it         104 xc,yc   3.61954641       2.12022185    
 building number          85 it         105 xc,yc   3.27268839       1.80114782    
 building number          86 it         108 xc,yc   1.14123726       2.46925020    
 building number          87 it         109 xc,yc   1.74498224       3.71517467    
 building number          88 it         110 xc,yc   3.75954008       1.87516785    
 building number          89 it         112 xc,yc   8.88224468E-02   1.11516380    
 building number          90 it         114 xc,yc   3.41353631      0.614595890    
 building number          91 it         123 xc,yc   2.22694111       1.74282539    
 building number          92 it         124 xc,yc   1.23882329       3.83687615    
 building number          93 it         125 xc,yc   2.50506973      0.557247460    
 building number          94 it         126 xc,yc  0.322125196       2.94227076    
 building number          95 it         127 xc,yc   2.91680193       2.54607129    
 building number          96 it         129 xc,yc   3.56376338      0.458314598    
 building number          97 it         135 xc,yc   1.71304917       1.78571868    
 building number          98 it         136 xc,yc  0.567805171       2.65575147    
 building number          99 it         137 xc,yc   7.82075524E-02   2.26142907    
 building number         100 it         138 xc,yc   1.34505057       1.40301692    
 building number         101 it         140 xc,yc   1.88479280      0.336468846    
 building number         102 it         144 xc,yc  0.509302557       1.11807406    
 building number         103 it         145 xc,yc   3.47645426       3.79790878    
 building number         104 it         147 xc,yc   1.69146514       1.92610276    
 building number         105 it         150 xc,yc  0.259295583       1.25753391    
 building number         106 it         154 xc,yc  0.625262201       1.87558961    
 building number         107 it         155 xc,yc   3.57072425       2.88552189    
 building number         108 it         156 xc,yc   3.08831882       1.11137199    
 building number         109 it         158 xc,yc  0.993617773      0.577353716    
 building number         110 it         159 xc,yc   1.18188453       1.84044921    
 building number         111 it         161 xc,yc   2.27106190       2.21302509    
 building number         112 it         164 xc,yc   2.39307189       1.47440684    
 building number         113 it         166 xc,yc   2.38679028       2.87838483    
 building number         114 it         168 xc,yc  0.177202493      0.529134750    
 building number         115 it         169 xc,yc   3.63193178      0.162527204    
 building number         116 it         172 xc,yc  0.577330768       2.31282187    
 building number         117 it         178 xc,yc   3.79216695      0.124145359    
 building number         118 it         181 xc,yc  0.577642262       3.74610710    
 building number         119 it         185 xc,yc   1.12209129       1.55519927    
 building number         120 it         186 xc,yc   2.44661164       3.66267467    
 building number         121 it         190 xc,yc   1.18723881      0.126056552    
 building number         122 it         191 xc,yc   2.17598963       1.06607521    
 building number         123 it         192 xc,yc   2.84932828       3.06643200    
 building number         124 it         194 xc,yc   9.17077288E-02   3.81530476    
 building number         125 it         196 xc,yc   3.45829368      0.302635550    
 building number         126 it         197 xc,yc   3.70357656      0.999843478    
 building number         127 it         198 xc,yc   2.61532164      0.865014434    
 building number         128 it         199 xc,yc   1.74472904       3.25901723    
 building number         129 it         200 xc,yc   1.85845459      0.800361693    
 building number         130 it         203 xc,yc   2.23804879       1.24772453    
 building number         131 it         212 xc,yc   2.51763630       1.68270540    
 building number         132 it         214 xc,yc  0.172727942       1.73557007    
 building number         133 it         216 xc,yc   2.80826139      0.411121517    
 building number         134 it         219 xc,yc   2.51658249       3.09209228    
 building number         135 it         222 xc,yc   3.02336431       1.95392406    
 building number         136 it         223 xc,yc   3.25082922       1.11718321    
 building number         137 it         225 xc,yc   1.49102890       2.43910623    
 building number         138 it         226 xc,yc   2.81924772       1.72643602    
 building number         139 it         228 xc,yc   1.14893866       2.02375436    
 building number         140 it         230 xc,yc  0.902350605       2.31840110    
 building number         141 it         234 xc,yc   2.33609557       2.72198701    
 building number         142 it         235 xc,yc   1.17056644       2.63296175    
 building number         143 it         237 xc,yc   3.67683315       2.29778790    
 building number         144 it         240 xc,yc   3.87953258       1.61750603    
 building number         145 it         244 xc,yc   8.94035101E-02   3.27844930    
 building number         146 it         245 xc,yc  0.754939735      0.108502530    
 building number         147 it         247 xc,yc  0.685338616       3.10610700    
 building number         148 it         254 xc,yc   1.36396885       2.31598020    
 building number         149 it         255 xc,yc   1.33125627       2.60416532    
 building number         150 it         259 xc,yc   3.03826261      0.192279115    
 building number         151 it         265 xc,yc   2.85847688      0.163233027    
 building number         152 it         269 xc,yc   3.11727548       2.67066908    
 building number         153 it         271 xc,yc   3.14685416       3.19831657    
 building number         154 it         279 xc,yc   8.01602155E-02  0.684004366    
 building number         155 it         287 xc,yc  0.590523124       2.48203015    
 building number         156 it         288 xc,yc   3.58597660       3.30232048    
 building number         157 it         290 xc,yc   1.46804047       1.87283659    
 building number         158 it         301 xc,yc   1.76432395      0.206058875    
 building number         159 it         304 xc,yc   3.05279732       3.87857819    
 building number         160 it         306 xc,yc   3.05949140       1.75712502    
 building number         161 it         310 xc,yc   7.38067627E-02  0.858906209    
 building number         162 it         311 xc,yc   2.81579781       1.03443336    
 building number         163 it         314 xc,yc   3.04989576      0.907144606    
 building number         164 it         323 xc,yc   3.20775294       2.96661472    
 building number         165 it         324 xc,yc   2.39090323       3.26024032    
 building number         166 it         325 xc,yc  0.349928856      0.338123769    
 building number         167 it         326 xc,yc   3.40250516       2.41550779    
 building number         168 it         331 xc,yc   3.60748053       1.78609979    
 building number         169 it         333 xc,yc  0.575835347       6.38940856E-02
 building number         170 it         334 xc,yc   2.25835681       2.59686947    
 building number         171 it         339 xc,yc   2.90761161      0.854082942    
 building number         172 it         343 xc,yc   2.76732373       3.84401965    
 building number         173 it         344 xc,yc   1.39749217      0.345541865    
 building number         174 it         346 xc,yc  0.981013775       2.69945621    
 building number         175 it         349 xc,yc   2.96856594       1.57026577    
 building number         176 it         352 xc,yc   3.71270514       1.64185548    
 building number         177 it         360 xc,yc   1.60874271       2.08262348    
 building number         178 it         363 xc,yc   1.05421150       2.89794993    
 building number         179 it         364 xc,yc   2.69036007       1.43961620    
 building number         180 it         366 xc,yc  0.641726911       3.57445955    
 building number         181 it         370 xc,yc  0.800203562      0.693735123    
 building number         182 it         373 xc,yc   1.49222016       3.37178183    
 building number         183 it         376 xc,yc  0.543824911      0.686912775    
 building number         184 it         378 xc,yc   2.53175950       2.20547748    
 building number         185 it         380 xc,yc   7.41501153E-02   2.84333968    
 building number         186 it         383 xc,yc   2.50373077      0.977639139    
 building number         187 it         392 xc,yc   3.26989603      0.690561235    
 building number         188 it         394 xc,yc   1.02583504       3.47855735    
 building number         189 it         398 xc,yc   1.16191065       2.29666758    
 building number         190 it         404 xc,yc  0.364000082       3.86479735    
 building number         191 it         408 xc,yc   2.79066467       2.65273762    
 building number         192 it         410 xc,yc   2.31030655      0.915982664    
 building number         193 it         416 xc,yc   2.15998220       3.28688478    
 building number         194 it         421 xc,yc   1.11357844       3.66457748    
 building number         195 it         424 xc,yc  0.285803229       3.68882608    
 building number         196 it         435 xc,yc   2.20677972       2.88548017    
 building number         197 it         440 xc,yc   2.06289244       2.63595438    
 building number         198 it         449 xc,yc   1.93267143       2.87541366    
 building number         199 it         458 xc,yc   1.94791758       3.17354059    
 building number         200 it         459 xc,yc   3.77610588       1.43384373    
 building number         201 it         467 xc,yc   2.43364716       3.49215579    
 building number         202 it         469 xc,yc   3.60768461       1.38920665    
 building number         203 it         472 xc,yc   3.06026840       3.37782049    
 building number         204 it         473 xc,yc   2.58551884      0.378761858    
 building number         205 it         474 xc,yc   1.51461112       1.48361313    
 building number         206 it         488 xc,yc   3.38104963      0.867155969    
 building number         207 it         494 xc,yc   1.35309267       2.88301396    
 building number         208 it         495 xc,yc   2.19321942      0.321590096    
 building number         209 it         499 xc,yc   3.66537476      0.704845130    
 building number         210 it         500 xc,yc   3.32912898       3.05868173    
 building number         211 it         502 xc,yc   1.61476278      0.102388784    
 building number         212 it         509 xc,yc   2.64300513       8.86515751E-02
 building number         213 it         524 xc,yc  0.506029308       3.43883491    
 building number         214 it         526 xc,yc  0.113553196      0.366530657    
 building number         215 it         528 xc,yc   3.48363662       2.24247360    
 building number         216 it         532 xc,yc   3.79054403       3.45725393    
 building number         217 it         537 xc,yc   3.01054811      0.453325719    
 building number         218 it         547 xc,yc   3.61783147       3.89007211    
 building number         219 it         554 xc,yc  0.990635991      0.120102838    
 building number         220 it         559 xc,yc   1.26446390       3.11418653    
 building number         221 it         567 xc,yc   2.38198686       2.37544417    
 building number         222 it         570 xc,yc   1.07699597       3.83973455    
 building number         223 it         579 xc,yc   1.84034324       2.00968504    
 building number         224 it         589 xc,yc   3.21816111       2.16051745    
 building number         225 it         591 xc,yc   3.51291823       1.60081041    
 building number         226 it         599 xc,yc   3.87132120       1.13186026    
 building number         227 it         602 xc,yc  0.939383924       2.07256985    
 building number         228 it         605 xc,yc   3.69892621       3.10500431    
 building number         229 it         608 xc,yc   2.02683735      0.171565995    
 building number         230 it         612 xc,yc   3.65744948       1.20026875    
 building number         231 it         620 xc,yc  0.456366539       1.48581946    
 building number         232 it         629 xc,yc  0.689212978       3.29459524    
 building number         233 it         643 xc,yc   1.19129896       3.46920943    
 building number         234 it         645 xc,yc   1.49493337       3.12201810    
 building number         235 it         652 xc,yc   3.45994043       1.25743771    
 building number         236 it         653 xc,yc  0.688046277       2.77477956    
 building number         237 it         655 xc,yc  0.683204710       1.60031831    
 building number         238 it         659 xc,yc   2.59427476       2.40952730    
 building number         239 it         682 xc,yc   1.43666291       1.66866207    
 building number         240 it         686 xc,yc   2.33688068      0.602670848    
 building number         241 it         688 xc,yc   3.19606447       1.30635512    
 building number         242 it         716 xc,yc  0.954968810      0.400976330    
start running
vol_frac,nbuild = python_building_vol_frac(xy,min_dx,max_dx,size_gap,boarders_size,nbuilding,nit_build,nx_fix,ny_fix,[nonods])

Wrapper for ``python_building_vol_frac``.

Parameters
----------
xy : input rank-2 array('f') with bounds (nonods,2)
min_dx : input float
max_dx : input float
size_gap : input float
boarders_size : input rank-1 array('f') with bounds (3)
nbuilding : input int
nit_build : input int
nx_fix : input int
ny_fix : input int

Other Parameters
----------------
nonods : input int, optional
    Default: shape(xy, 0)

Returns
-------
vol_frac : rank-1 array('f') with bounds (nonods)
nbuild : int

[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
[0. 0. 0. ... 0. 0. 0.]
